  unseq  	  starname  	  HD 	 HIP 	 Mv 	 BV 	 Sptype 	 comments 	 ra 	 dec 	 pmra 	 pmdec 	 pmq 	 airmass 	 exptime 	 skyq 	 usn 	 usignal1sec  	  bsn 	 bsignal1sec 	  vsn 	 vsignal1sec 	  rsn 	 rsignal1sec 	 isn 	 isignal1sec 	 pmtotal 	 bvcor 	 bjd 	 program 	 obsmode 	 observer 	 date 	 filename 	 vrad 
459665	HIP  89474	HD 168009	HIP 89474	6.298	0.633	G1V	PM*	18:15:32.50	 45:12:33.48	-77.331	-114.69	A	1.053	500.0	0.92954	   46.1	     4.25	  117.9	    27.81	  205.4	    84.37	  237.1	   112.48	  203.4	    82.70	3136699.0	  10.382754	2456398.719067	28	HRF_OBJ	Patricia Lampens	2013-04-16T05:14:28.279613	/STER/mercator/hermes/20130415/reduced/00459665_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-64.567
459666	HD 166865	HD 166865	HIP 88127	5.939	0.508	F7	SB*	18:00:03.50	 80:00:02.99	48.16	132.442	A	1.598	500.0	0.67630	   50.7	     5.15	  126.4	    31.94	  206.7	    85.44	  238.1	   113.35	  203.0	    82.43	3380313.0	  -6.234349	2456398.726571	28	HRF_OBJ	Patricia Lampens	2013-04-16T05:27:07.451028	/STER/mercator/hermes/20130415/reduced/00459666_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	5.76
459667	HIP  91915	HD 173949	HIP 91915	6.135	1.0680000000000005	G7IV	**	18:44:18.30	 61:02:53.30	0.19	19.45	A	1.195	600.0	0.77568	   31.5	     1.66	   97.5	    15.84	  221.6	    81.81	  279.3	   130.04	  254.1	   107.64	3479016.0	   3.570957	2456398.735501	28	HRF_OBJ	Patricia Lampens	2013-04-16T05:39:29.546719	/STER/mercator/hermes/20130415/reduced/00459667_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-27.0
459668	NSV 11824	HD 180777	HIP 94083	5.107	0.29300000000000015	A7V	PM*	19:09:09.90	 76:33:37.80	52.87	-119.092	A	1.503	600.0	0.17988	   53.6	     4.79	  113.8	    21.59	  171.3	    48.90	  188.3	    59.09	  154.3	    39.67	2590719.0	  -4.019016	2456398.743785	28	HRF_OBJ	Patricia Lampens	2013-04-16T05:52:14.886123	/STER/mercator/hermes/20130415/reduced/00459668_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-4.9
459839	HIP  83635	HD 154445	HIP 83635	5.61	0.1200000000000001	B1V	*	17:05:32.30	-00:53:31.49	3.014	-0.463	A	1.248	480.0	0.51704	   77.7	    12.57	  151.0	    47.49	  206.0	    88.44	  218.2	    99.23	  174.3	    63.32	4021158.0	  20.642549	2456399.635699	28	HRF_OBJ	Patricia Lampens	2013-04-17T03:10:16.278166	/STER/mercator/hermes/20130416/reduced/00459839_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	16.0
459840	NLTT 44594	HD 156826	HIP 84801	6.32	0.8499999999999996	K0V	PM*	17:19:59.60	-05:55:03.00	45.285	-192.996	A	1.334	920.0	0.56968	   33.8	     1.24	  104.5	    11.87	  215.9	    50.67	  262.5	    74.90	  238.8	    61.97	3487963.0	  22.906347	2456399.645496	28	HRF_OBJ	Patricia Lampens	2013-04-17T03:24:38.106178	/STER/mercator/hermes/20130416/reduced/00459840_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-32.39
459841	HIP  81474	HD 149914	HIP 81474	6.746	0.2209999999999992	B9.5IV	*	16:38:28.70	-18:13:13.69	-13.906	-20.382	A	1.488	1200.0	0.46905	   62.3	     3.24	  126.8	    13.39	  183.9	    28.18	  204.1	    34.72	  172.1	    24.67	3011678.0	  20.763484	2456399.660223	28	HRF_OBJ	Patricia Lampens	2013-04-17T03:44:39.524518	/STER/mercator/hermes/20130416/reduced/00459841_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-2.5
459842	HIP  83962	HD 155078	HIP 83962	5.43	0.45500000000000007	F5IV/V	PM*	17:09:48.00	-10:31:23.92	54.386	-107.953	A	1.319	500.0	0.43578	   55.7	     6.20	  126.5	    31.98	  209.7	    87.98	  239.4	   114.59	  204.4	    83.56	3792656.0	  22.638655	2456399.671165	28	HRF_OBJ	Patricia Lampens	2013-04-17T04:01:14.416655	/STER/mercator/hermes/20130416/reduced/00459842_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-1.1
459843	HIP  84883	HD 156971	HIP 84883	6.454	0.33700000000000063	A9/F0IV	PM*	17:20:52.60	-10:41:47.11	51.789	-22.878	A	1.323	1100.0	0.49887	   62.8	     3.58	  134.8	    16.53	  207.7	    39.22	  229.2	    47.75	  188.6	    32.34	3785135.0	  23.481999	2456399.682162	28	HRF_OBJ	Patricia Lampens	2013-04-17T04:17:23.226446	/STER/mercator/hermes/20130416/reduced/00459843_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	10.4
459844	HD 160346	HD 160346	HIP 86400	90.0	90.0	K3-V	SB*	17:39:16.90	 03:33:18.90	-179.3	-96.6	A	1.123	900.0	0.0	   26.1	     0.76	  103.0	    11.78	  207.9	    48.03	  261.8	    76.17	  243.5	    65.86	3102146.0	  22.490875	2456399.695103	28	HRF_OBJ	Patricia Lampens	2013-04-17T04:36:52.773837	/STER/mercator/hermes/20130416/reduced/00459844_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	17.856
459845	HIP  85537	HD 158352	HIP 85537	5.412	0.2320000000000002	A8Vp	PM*	17:28:49.70	 00:19:50.30	-64.466	19.308	A	1.139	360.0	0.57535	   71.2	    14.07	  146.3	    59.45	  206.2	   118.10	  220.9	   135.55	  177.0	    87.03	3781560.0	  22.363033	2456399.705297	28	HRF_OBJ	Patricia Lampens	2013-04-17T04:51:08.747667	/STER/mercator/hermes/20130416/reduced/00459845_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-36.1
459846	CCDM J18031-0811AB	HD 164765J	HIP 88404	4.78	0.3899999999999997	F3IV	**	18:03:04.90	-08:10:49.30	15.78	-37.79	A	1.270	200.0	0.52332	   56.9	    16.21	  123.3	    76.04	  196.1	   192.26	  217.9	   237.41	  180.7	   163.23	3316600.0	  25.907189	2456399.709861	28	HRF_OBJ	Patricia Lampens	2013-04-17T04:58:36.052059	/STER/mercator/hermes/20130416/reduced/00459846_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-38.39
459847	LHS   459	HD 165341B	 	6.07	1.1899999999999995	K4V	PM*	18:05:27.40	 02:29:56.40	334.071	-1069.285	A	1.125	90.0	4.12887	   31.9	    11.32	   98.9	   108.75	  204.0	   462.33	  246.8	   676.81	  219.3	   534.29	3044017.0	  24.285554	2456399.715774	28	HRF_OBJ	Patricia Lampens	2013-04-17T05:07:26.649637	/STER/mercator/hermes/20130416/reduced/00459847_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-10.0
459848	LHS   459	HD 165341B	 	6.07	1.1899999999999995	K4V	PM*	18:05:27.40	 02:29:56.40	334.071	-1069.285	A	1.123	600.0	0.74106	   22.6	     0.85	   97.8	    15.94	  223.1	    82.98	  312.7	   163.00	  303.4	   153.39	3638545.0	  24.269862	2456399.721468	28	HRF_OBJ	Patricia Lampens	2013-04-17T05:15:38.652412	/STER/mercator/hermes/20130416/reduced/00459848_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-10.0
459849	HIP  88684	HD 165438	HIP 88684	5.741	0.9850000000000003	K1IV	RG*	18:06:15.19	-04:45:04.50	142.784	-30.866	A	1.202	400.0	0.78142	   28.1	     1.98	  101.8	    25.90	  217.7	   118.47	  270.5	   182.98	  247.0	   152.58	3304725.0	  25.570263	2456399.729153	28	HRF_OBJ	Patricia Lampens	2013-04-17T05:26:33.019586	/STER/mercator/hermes/20130416/reduced/00459849_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-26.75
459850	HIP  89595	HD 167944	HIP 89595	7.24	0.6799999999999997	F8III	**	18:16:59.50	 12:04:03.72	0.774	-5.202	A	1.046	1600.0	0.70913	   49.5	     1.53	  113.0	     7.98	  208.0	    27.03	  249.6	    38.94	  223.0	    31.07	3370226.0	  22.545502	2456399.742304	28	HRF_OBJ	Patricia Lampens	2013-04-17T05:46:20.532278	/STER/mercator/hermes/20130416/reduced/00459850_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	9.92
460013	ADS 10655 AB	HD 159834	HIP 86118	6.106	0.1639999999999997	A7IV	*	17:36:00.00	 21:00:00.00	5.64	-13.92	A	1.010	700.0	0.53784	   75.1	     8.05	  144.0	    29.61	  201.9	    58.26	  213.0	    64.78	  168.0	    40.30	3828116.0	  17.352966	2456400.722815	28	HRF_OBJ	Patricia Lampens	2013-04-18T05:17:19.471390	/STER/mercator/hermes/20130417/reduced/00460013_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-17.0
460014	HIP  85688	HD 159026	HIP 85688	6.431	0.4980000000000002	F5.5III-IVnp	*	17:30:40.20	 38:52:55.92	1.513	11.834	A	1.023	980.0	0.63822	   58.7	     3.52	  133.7	    18.25	  224.1	    51.25	  257.3	    67.56	  220.2	    49.49	4175673.0	  10.688109	2456400.735507	28	HRF_OBJ	Patricia Lampens	2013-04-18T05:36:34.846799	/STER/mercator/hermes/20130417/reduced/00460014_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-27.2
460015	LTT 15361	HD 166229	HIP 88836	90.0	90.0	K2III	PM*	18:08:02.20	 36:24:04.50	-94.906	-185.415	A	1.011	360.0	0.0	   26.0	     1.88	  102.0	    28.90	  245.0	   166.75	  320.9	   286.13	  296.9	   244.84	4108075.0	  13.593648	2456400.745081	28	HRF_OBJ	Patricia Lampens	2013-04-18T05:51:08.064727	/STER/mercator/hermes/20130417/reduced/00460015_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-7.63
460706	HIP  39067	HD 65522	HIP 39067	6.07	1.3499999999999996	K2	*	07:59:35.10	 13:14:31.81	-19.722	-15.854	A	1.626	600.0	0.70864	   17.7	     0.52	   89.4	    13.31	  218.2	    79.35	  287.3	   137.55	  274.8	   125.89	2859827.0	 -29.739737	2456402.457540	28	HRF_OBJ	Patricia Lampens	2013-04-19T22:58:57.451042	/STER/mercator/hermes/20130419/reduced/00460706_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	27.52
460716	V* V640 Her	HD 157967	HIP 85302	5.98	1.6199999999999992	M4-5III	LP*	17:25:54.41	 16:55:03.29	-14.578	16.306	A	1.099	800.0	0.39802	   15.0	     0.28	   67.2	     5.65	  196.8	    48.42	  354.6	   157.18	  491.1	   301.48	3288421.0	  17.576068	2456402.640414	28	HRF_OBJ	Patricia Lampens	2013-04-20T03:18:00.476173	/STER/mercator/hermes/20130419/reduced/00460716_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-8.19
460717	NSV  7454	HD 144608	HIP 78990	4.33	0.8399999999999999	G4II-III	PM*	16:07:24.30	-20:52:07.61	44.81	-45.42	A	1.546	200.0	0.43427	   35.0	     6.14	  103.7	    53.74	  219.8	   241.48	  270.2	   364.91	  246.6	   303.96	3524289.0	  16.864848	2456402.650750	28	HRF_OBJ	Patricia Lampens	2013-04-20T03:30:06.936311	/STER/mercator/hermes/20130419/reduced/00460717_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-4.21
460718	NSV 20760	HD 151011	HIP 82038	6.64	1.88	K5II	S*	16:45:30.20	-19:08:12.91	-1.235	-1.744	A	1.509	1800.0	0.26630	    9.0	     0.04	   47.0	     1.23	  178.2	    17.64	  309.4	    53.20	  408.6	    92.74	2925223.0	  20.302934	2456402.663885	28	HRF_OBJ	Patricia Lampens	2013-04-20T03:49:48.460139	/STER/mercator/hermes/20130419/reduced/00460718_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-20.46
460720	V* V2114 Oph	HD 158228	HIP 85450	6.485	1.5539999999999994	M0	LP*	17:27:44.10	 08:26:31.31	12.501	-42.194	A	1.075	1300.0	0.35979	   14.0	     0.15	   64.9	     3.24	  189.1	    27.49	  333.2	    85.39	  429.0	   141.56	2885280.0	  19.769273	2456402.688884	28	HRF_OBJ	Patricia Lampens	2013-04-20T04:27:27.192946	/STER/mercator/hermes/20130419/reduced/00460720_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	8.93
460721	AG+13 1708	HD 160365	HIP 86373	6.123	0.5549999999999997	F6III	PM*	17:38:57.90	 13:19:45.30	-21.434	46.971	A	1.040	343.0	0.31780	   27.5	     2.20	   62.6	    11.44	  107.8	    33.89	  124.8	    45.38	  108.2	    34.13	926326.0	  19.363861	2456402.700374	28	HRF_OBJ	Patricia Lampens	2013-04-20T04:44:32.170830	/STER/mercator/hermes/20130419/reduced/00460721_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	8.14
460722	HIP  87001	HD 161817	HIP 87001	6.97	0.16000000000000014	sdA2	HB*	17:46:40.60	 25:44:56.90	-37.732	-43.582	A	1.003	2400.0	0.24510	   65.7	     1.80	  127.7	     6.79	  169.6	    11.98	  180.6	    13.60	  144.8	     8.74	2653137.0	  16.105234	2456402.718551	28	HRF_OBJ	Patricia Lampens	2013-04-20T05:11:35.292072	/STER/mercator/hermes/20130419/reduced/00460722_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-363.2
460723	HIP  87341	HD 162570	HIP 87341	6.13	0.2400000000000002	A9V	*	17:50:48.40	 22:18:58.79	16.322	-20.412	A	1.012	1200.0	0.25152	   62.1	     3.21	  127.9	    13.64	  178.8	    26.65	  192.6	    30.90	  154.9	    19.99	2852655.0	  17.433229	2456402.741875	28	HRF_OBJ	Patricia Lampens	2013-04-20T05:45:05.627130	/STER/mercator/hermes/20130419/reduced/00460723_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	4.1
460854	HIP  88562	HD 165473	HIP 88562	7.027	1.0490000000000004	K0II	*	18:04:59.00	 29:04:51.60	-11.6	-10.474	A	1.444	1020.0	0.83141	   24.9	     0.61	   91.1	     8.14	  198.3	    38.56	  244.7	    58.71	  224.2	    49.27	2560522.0	  16.007878	2456404.579418	28	HRF_OBJ	Patricia Lampens	2013-04-22T01:51:47.745341	/STER/mercator/hermes/20130421/reduced/00460854_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	17.218
460855	HIP  88562	HD 165473	HIP 88562	7.027	1.0490000000000004	K0II	*	18:04:59.00	 29:04:51.60	-11.6	-10.474	A	1.328	180.0	0.18931	    5.5	     0.17	   18.6	     1.92	   39.8	     8.78	   49.3	    13.49	   45.2	    11.35	107389.0	  15.989260	2456404.590831	28	HRF_OBJ	Patricia Lampens	2013-04-22T02:08:13.721165	/STER/mercator/hermes/20130421/reduced/00460855_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	17.218
460856	HIP  88568	HD 165435	HIP 88568	7.36	0.4299999999999997	F3II	*	18:05:01.80	 22:54:51.48	1.68	-1.63	A	1.323	1330.0	0.39087	   37.9	     1.08	   79.6	     4.77	  133.2	    13.34	  146.8	    16.20	  120.7	    10.95	1403159.0	  18.072331	2456404.603674	28	HRF_OBJ	Patricia Lampens	2013-04-22T02:26:22.009191	/STER/mercator/hermes/20130421/reduced/00460856_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-30.9
460857	HIP  88821	HD 166093	HIP 88821	7.207	1.3470000000000004	K3II	*	18:07:52.00	 29:49:04.91	-0.128	-3.657	A	1.128	360.0	0.14659	    3.9	     0.04	   17.1	     0.81	   45.5	     5.76	   60.9	    10.29	   57.8	     9.27	144073.0	  15.800259	2456404.637423	28	HRF_OBJ	Patricia Lampens	2013-04-22T03:15:26.475602	/STER/mercator/hermes/20130421/reduced/00460857_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-24.18
460860	V* V542 Lyr	HD 176318	HIP 93104	5.883	-0.09600000000000009	B7IV	Al*	18:58:01.90	 38:15:58.28	-5.106	2.457	A	1.106	420.0	0.78987	   97.8	    22.77	  178.5	    75.90	  210.1	   105.07	  207.8	   102.79	  151.3	    54.52	4319894.0	  14.597057	2456404.680506	28	HRF_OBJ	Patricia Lampens	2013-04-22T04:19:18.881235	/STER/mercator/hermes/20130421/reduced/00460860_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-31.1
469089	* eta Cap	HD 200499	HIP 104019	4.84	0.17999999999999972	A5V	**	21:04:24.30	-19:51:18.00	-37.62	-24.95	A	1.719	300.0	0.84399	  106.0	    37.44	  214.3	   153.11	  296.7	   293.40	  313.8	   328.29	  246.0	   201.75	7337196.0	  29.671372	2456415.744699	28	HRF_OBJ	Peter Nemeth	2013-05-03T05:52:20.866097	/STER/mercator/hermes/20130502/reduced/00469089_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	23.8
469250	*kap Peg	HD 206901	HIP 107354	4.135	0.41800000000000015	F5V	SB*	21:44:38.70	 25:38:42.00	48.13	14.29	A	1.143	120.0	1.03471	   84.5	    59.52	  184.9	   284.84	  287.4	   688.56	  320.2	   854.37	  265.8	   588.79	6526425.0	  21.504566	2456416.747328	28	HRF_OBJ	Peter Nemeth	2013-05-04T05:59:00.800426	/STER/mercator/hermes/20130503/reduced/00469250_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-0.8
469396	*  63 Oph	HD 162978	HIP 87706	6.2	0.040000000000000036	O8II((f))	*	17:54:54.00	-24:53:13.49	0.704	-2.194	A	1.880	360.0	0.76586	   62.1	    10.72	  123.1	    42.10	  165.5	    76.08	  173.5	    83.61	  134.2	    50.05	2626325.0	  20.719585	2456417.745551	28	HRF_OBJ	Peter Nemeth	2013-05-05T05:47:33.189653	/STER/mercator/hermes/20130504/reduced/00469396_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-12.1
469397	V* X Sgr	HD 161592	HIP 87072	4.54	0.7999999999999998	F7II	cC*	17:47:33.60	-27:49:50.81	-5.097	-9.722	A	2.133	120.0	0.74412	   34.1	     9.68	   90.0	    67.45	  202.3	   341.01	  252.3	   530.60	  237.2	   468.85	3109414.0	  20.055130	2456417.750434	28	HRF_OBJ	Peter Nemeth	2013-05-05T05:54:26.359217	/STER/mercator/hermes/20130504/reduced/00469397_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-10.1
469614	HD 145482	HD 145482	HIP 79404	4.568	-0.15499999999999936	B2V	SB*	16:12:18.20	-27:55:34.90	-10.38	-23.94	A	1.889	900.0	0.16961	  111.9	    13.92	  215.1	    51.39	  261.1	    75.75	  260.5	    75.42	  190.5	    40.32	6887378.0	  10.176592	2456419.646595	28	HRF_OBJ	Peter Nemeth	2013-05-07T03:23:13.675842	/STER/mercator/hermes/20130506/reduced/00469614_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	0.0
469615	* d Oph	HD 157919	HIP 85423	4.269	0.4029999999999996	F5III-IV	PM*	17:27:21.30	-29:52:01.31	17.08	-138.02	A	1.921	360.0	0.26666	   60.7	    10.25	  138.1	    52.99	  237.6	   156.85	  266.7	   197.58	  223.8	   139.14	4621273.0	  17.701489	2456419.657202	28	HRF_OBJ	Peter Nemeth	2013-05-07T03:39:37.977154	/STER/mercator/hermes/20130506/reduced/00469615_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	38.0
469616	CCDM J16247-2942AB	 	HIP 80399	90.0	90.0	G0	**	16:24:39.80	-29:42:16.81	70.83	-80.0	A	2.043	600.0	0.0	   22.7	     0.86	   60.9	     6.17	  111.0	    20.54	  130.6	    28.44	  113.6	    21.50	1034938.0	  11.537575	2456419.664844	28	HRF_OBJ	Peter Nemeth	2013-05-07T03:49:41.107372	/STER/mercator/hermes/20130506/reduced/00469616_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-2.4
469617	NSV 24050	HD 163428	HIP 87880	6.65	1.9499999999999993	K5II	V*	17:57:07.50	-23:56:21.30	-0.088	-2.314	A	1.652	440.0	0.28995	    3.6	     0.03	   19.2	     0.84	   91.5	    19.03	  152.5	    52.86	  192.9	    84.60	659843.0	  20.353672	2456419.675970	28	HRF_OBJ	Peter Nemeth	2013-05-07T04:07:12.890213	/STER/mercator/hermes/20130506/reduced/00469617_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-7.83
469621	HIP  89878	HD 168812	HIP 89878	6.61	-0.11000000000000032	 	*	18:20:25.30	 28:59:00.71	-1.044	-5.034	A	1.037	900.0	0.70973	   96.3	    10.29	  178.5	    35.39	  208.6	    48.33	  208.8	    48.44	  153.4	    26.15	4387608.0	  14.011302	2456419.744490	28	HRF_OBJ	Peter Nemeth	2013-05-07T05:48:47.984637	/STER/mercator/hermes/20130506/reduced/00469621_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-7.0
469813	HIP  88981	HD 166103	HIP 88981	6.379	1.4090000000000007	K1II	*	18:09:43.40	-13:56:03.98	14.506	-2.788	A	1.496	480.0	1.18921	   17.2	     0.62	   74.1	    11.42	  219.3	   100.18	  298.9	   186.09	  300.9	   188.64	3014378.0	  20.633333	2456420.748596	28	HRF_OBJ	Peter Nemeth	2013-05-08T05:52:04.797765	/STER/mercator/hermes/20130507/reduced/00469813_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-20.16
469981	V* V377 Vul	HD 182255	HIP 95260	5.192	-0.12699999999999978	B6III	Pu*	19:22:50.90	 26:15:44.71	1.081	-10.27	A	1.001	240.0	0.97532	  115.3	    55.36	  209.7	   183.24	  242.6	   245.17	  236.4	   232.90	  170.2	   120.66	5828858.0	  18.696915	2456421.732685	28	HRF_OBJ	Peter Nemeth	2013-05-09T05:33:04.757714	/STER/mercator/hermes/20130508/reduced/00469981_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-12.2
469982	HD 180554	HD 180554	HIP 94703	4.77	-0.04999999999999982	B4IV	SB*	19:16:13.00	 21:23:25.51	0.854	-5.019	A	1.011	180.0	1.08333	  123.4	    84.60	  226.2	   284.16	  268.9	   401.68	  265.7	   392.12	  194.8	   210.77	6689984.0	  19.750061	2456421.737491	28	HRF_OBJ	Peter Nemeth	2013-05-09T05:39:29.527587	/STER/mercator/hermes/20130508/reduced/00469982_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-17.0
469983	HD 188252	HD 188252	HIP 97774	5.897	-0.17499999999999982	B2III	V*	19:52:07.21	 47:55:54.48	-6.167	-9.139	A	1.060	360.0	0.98243	  103.8	    29.95	  189.9	   100.18	  215.5	   129.01	  208.3	   120.56	  148.0	    60.86	4722085.0	  11.801541	2456421.741063	28	HRF_OBJ	Peter Nemeth	2013-05-09T05:47:19.131272	/STER/mercator/hermes/20130508/reduced/00469983_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-18.3
470146	HD 155886	HD 155886	 	5.08	0.8499999999999996	K2V	PM*	17:15:20.90	-26:36:09.00	-498.671	-1148.963	A	1.901	108.0	0.00183	    1.9	     0.03	    4.0	     0.15	    7.4	     0.51	    9.4	     0.81	    8.8	     0.72	5012.0	  15.171150	2456422.693730	28	HRF_OBJ	Peter Nemeth	2013-05-10T04:31:43.684446	/STER/mercator/hermes/20130509/reduced/00470146_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-0.6
471002	HD 173582	HD 173582	 	4.991	0.1200000000000001	A3V	PM*	18:44:20.30	 39:40:12.40	9.297	75.291	A	1.353	77.134	0.15078	   23.0	     6.86	   44.9	    26.10	   59.3	    45.61	   60.7	    47.78	   45.7	    27.08	339708.0	  11.582507	2456426.549243	28	HRF_OBJ	Valentina Schmid	2013-05-14T01:08:41.384711	/STER/mercator/hermes/20130513/reduced/00471002_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-31.0
471003	CCDM J18208+2732AB	HD 168874	HIP 89912	6.996	0.6279999999999992	G2IV	PM*	18:20:49.30	 27:31:49.19	42.243	88.94	A	1.214	605.0	0.15024	   14.7	     0.36	   37.0	     2.26	   65.9	     7.17	   76.8	     9.74	   65.2	     7.03	330253.0	  13.339962	2456426.567408	28	HRF_OBJ	Valentina Schmid	2013-05-14T01:33:14.505193	/STER/mercator/hermes/20130513/reduced/00471003_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-20.91
471064	G 155-11	HD 168443	HIP 89844	6.92	0.7000000000000002	G6V	PM*	18:20:03.90	-09:35:44.59	-91.685	-224.285	A	1.476	584.0	0.39877	   19.4	     0.65	   55.9	     5.35	  109.2	    20.41	  130.9	    29.33	  116.1	    23.08	885758.0	  19.176842	2456427.595096	28	HRF_OBJ	Valentina Schmid	2013-05-15T02:10:44.502164	/STER/mercator/hermes/20130514/reduced/00471064_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-48.67
471600	HD 105452	HD 105452	HIP 59199	4.0	0.33999999999999986	F1V	PM*	12:08:24.80	-24:43:43.90	99.52	-39.19	A	1.694	504.0	0.14076	   68.7	     9.36	  148.9	    44.01	  231.2	   106.07	  257.6	   131.66	  212.6	    89.68	4384527.0	 -19.632437	2456432.388192	28	HRF_OBJ	Valentina Schmid	2013-05-19T21:13:37.208907	/STER/mercator/hermes/20130519/reduced/00471600_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	2.8
471602	HD  94264	HD 94264	HIP 53229	3.83	1.04	K0+III-IV	PM*	10:53:18.70	 34:12:53.50	92.02	-285.82	A	1.108	334.0	0.64959	   57.0	     9.73	  202.0	   122.16	  437.3	   572.48	  540.3	   873.96	  493.0	   727.61	11438676.0	 -26.835553	2456432.426941	28	HRF_OBJ	Valentina Schmid	2013-05-19T22:14:32.314637	/STER/mercator/hermes/20130519/reduced/00471602_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	15.69
471603	HD 112413	HD 112413	HIP 63125	2.88	-0.1200000000000001	A0VpSiEu	a2*	12:56:01.70	 38:19:06.20	-224.681	59.324	A	1.014	174.0	0.70781	  232.1	   309.64	  433.8	  1081.61	  510.3	  1496.37	  510.6	  1498.37	  366.5	   771.88	23790283.0	 -20.186935	2456432.434141	28	HRF_OBJ	Valentina Schmid	2013-05-19T22:22:22.491994	/STER/mercator/hermes/20130519/reduced/00471603_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-4.1
471604	HD 133208	HD 133208	HIP 73555	3.52	0.9499999999999997	G8IIIaFe-0.5	Fl*	15:01:56.80	 40:23:26.02	-40.15	-28.86	A	1.116	264.0	0.57146	   59.8	    13.53	  195.1	   144.12	  420.6	   670.05	  518.9	  1019.86	  464.6	   817.58	11757463.0	  -9.497392	2456432.440174	28	HRF_OBJ	Valentina Schmid	2013-05-19T22:29:47.386035	/STER/mercator/hermes/20130519/reduced/00471604_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-18.4
471605	HD 137422	HD 137422	HIP 75097	3.002	0.06500000000000039	A2III	dS*	15:20:43.70	 71:50:02.51	-17.73	17.9	A	1.449	194.0	0.61804	  189.9	   185.88	  360.9	   671.28	  476.0	  1167.71	  495.0	  1262.95	  376.5	   730.82	19724460.0	  -7.382992	2456432.442044	28	HRF_OBJ	Valentina Schmid	2013-05-19T22:36:49.190645	/STER/mercator/hermes/20130519/reduced/00471605_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-3.9
