  unseq  	  starname  	  HD 	 HIP 	 Mv 	 BV 	 Sptype 	 comments 	 ra 	 dec 	 pmra 	 pmdec 	 pmq 	 airmass 	 exptime 	 skyq 	 usn 	 usignal1sec  	  bsn 	 bsignal1sec 	  vsn 	 vsignal1sec 	  rsn 	 rsignal1sec 	 isn 	 isignal1sec 	 pmtotal 	 bvcor 	 bjd 	 program 	 obsmode 	 observer 	 date 	 filename 	 vrad 
281169	Capella	HD 34029	HIP 24608	0.08	0.8	G3III:	SB*	05:16:41.40	 45:59:53.02	75.25	-426.89	A	1.524	60.0	0.10423	   85.8	   122.69	  230.1	   882.12	  417.5	  2904.77	  480.1	  3842.19	  445.7	  3310.72	0.0	 -25.108054	2455294.388581	28	HRF_OBJ	Nadya Gorlova	2010-04-07T21:22:53.944305	/STER/mercator/hermes/20100407/reduced/00281169_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	29.19
281170	Capella	HD 34029	HIP 24608	0.08	0.8	G3III:	SB*	05:16:41.40	 45:59:53.02	75.25	-426.89	A	1.555	40.0	0.10659	   71.7	   128.62	  191.5	   917.20	  344.7	  2970.69	  395.0	  3901.43	  364.2	  3316.32	0.0	 -25.110651	2455294.392381	28	HRF_OBJ	Nadya Gorlova	2010-04-07T21:28:22.366443	/STER/mercator/hermes/20100407/reduced/00281170_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	29.19
281171	Capella	HD 34029	HIP 24608	0.08	0.8	G3III:	SB*	05:16:41.40	 45:59:53.02	75.25	-426.89	A	1.570	40.0	0.06893	   58.1	    84.44	  154.6	   597.78	  277.2	  1921.14	  316.9	  2510.45	  290.9	  2115.91	0.0	 -25.111858	2455294.394223	28	HRF_OBJ	Nadya Gorlova	2010-04-07T21:31:01.495384	/STER/mercator/hermes/20100407/reduced/00281171_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	29.19
281172	Capella	HD 34029	HIP 24608	0.08	0.8	G3III:	SB*	05:16:41.40	 45:59:53.02	75.25	-426.89	A	1.587	40.0	0.03553	   42.1	    44.28	  111.4	   310.39	  199.0	   990.15	  227.5	  1293.56	  208.2	  1083.25	0.0	 -25.113117	2455294.396200	28	HRF_OBJ	Nadya Gorlova	2010-04-07T21:33:52.309998	/STER/mercator/hermes/20100407/reduced/00281172_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	29.19
281173	Capella	HD 34029	HIP 24608	0.08	0.8	G3III:	SB*	05:16:41.40	 45:59:53.02	75.25	-426.89	A	1.600	40.0	0.03705	   42.6	    45.26	  114.3	   326.39	  203.2	  1032.61	  232.9	  1356.02	  213.7	  1141.94	0.0	 -25.114068	2455294.397735	28	HRF_OBJ	Nadya Gorlova	2010-04-07T21:36:04.987318	/STER/mercator/hermes/20100407/reduced/00281173_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	29.19
281174	Capella	HD 34029	HIP 24608	0.08	0.8	G3III:	SB*	05:16:41.40	 45:59:53.02	75.25	-426.89	A	1.611	60.0	0.00437	   17.7	     5.20	   47.6	    37.73	   85.5	   121.83	   98.1	   160.40	   90.3	   135.85	0.0	 -25.114907	2455294.399123	28	HRF_OBJ	Nadya Gorlova	2010-04-07T21:38:04.897246	/STER/mercator/hermes/20100407/reduced/00281174_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	29.19
281175	Capella	HD 34029	HIP 24608	0.08	0.8	G3III:	SB*	05:16:41.40	 45:59:53.02	75.25	-426.89	A	1.626	120.0	0.00229	   18.4	     2.81	   48.5	    19.57	   87.5	    63.74	  100.4	    84.00	   92.4	    71.20	0.0	 -25.116071	2455294.401104	28	HRF_OBJ	Nadya Gorlova	2010-04-07T21:40:56.081985	/STER/mercator/hermes/20100407/reduced/00281175_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	29.19
281177	Sirius A	HD 48915A	 	90.0	90.0	A1V	SB*	06:45:08.90	-16:42:58.00	-546.0	-1223.1	B	2.280	60.0	0.0	  182.2	   553.11	  326.4	  1775.25	  388.9	  2520.21	  376.0	  2355.96	  296.7	  1467.51	0.0	 -23.189612	2455294.416433	28	HRF_OBJ	Nadya Gorlova	2010-04-07T22:00:03.747483	/STER/mercator/hermes/20100407/reduced/00281177_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.5
281178	Sirius A	HD 48915A	 	90.0	90.0	A1V	SB*	06:45:08.90	-16:42:58.00	-546.0	-1223.1	B	2.311	60.0	0.0	  155.7	   403.93	  277.2	  1280.81	  329.0	  1803.88	  317.8	  1683.25	  250.7	  1047.47	0.0	 -23.192075	2455294.417922	28	HRF_OBJ	Nadya Gorlova	2010-04-07T22:02:12.379704	/STER/mercator/hermes/20100407/reduced/00281178_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.5
281179	Sirius A	HD 48915A	 	90.0	90.0	A1V	SB*	06:45:08.90	-16:42:58.00	-546.0	-1223.1	B	2.341	60.0	0.0	  213.5	   759.96	  385.4	  2475.93	  454.7	  3445.85	  434.6	  3147.27	  336.6	  1888.57	0.0	 -23.194439	2455294.419366	28	HRF_OBJ	Nadya Gorlova	2010-04-07T22:04:17.144393	/STER/mercator/hermes/20100407/reduced/00281179_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.5
281180	Sirius A	HD 48915A	 	90.0	90.0	A1V	SB*	06:45:08.90	-16:42:58.00	-546.0	-1223.1	B	2.371	60.0	0.0	   83.9	   117.45	  151.1	   380.41	  180.7	   544.35	  174.5	   507.75	  137.6	   315.69	0.0	 -23.196718	2455294.420772	28	HRF_OBJ	Nadya Gorlova	2010-04-07T22:06:18.619019	/STER/mercator/hermes/20100407/reduced/00281180_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.5
281181	Sirius A	HD 48915A	 	90.0	90.0	A1V	SB*	06:45:08.90	-16:42:58.00	-546.0	-1223.1	B	2.403	120.0	0.0	   51.0	    21.70	   92.1	    70.67	  110.7	   102.09	  107.0	    95.32	   84.2	    59.09	0.0	 -23.199629	2455294.422588	28	HRF_OBJ	Nadya Gorlova	2010-04-07T22:08:55.574966	/STER/mercator/hermes/20100407/reduced/00281181_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.5
281182	CCDM J10199+1951A	HD 89484	 	1.98	1.15	K1-IIIFe-1	PM*	10:19:58.40	 19:50:29.40	310.8	-152.9	B	1.014	947.089	0.01019	   25.8	     0.70	   88.7	     8.31	  216.1	    49.33	  261.8	    72.35	  256.6	    69.50	4658094.0	 -21.589460	2455294.437051	28	HRF_OBJ	Nadya Gorlova	2010-04-07T22:23:50.067540	/STER/mercator/hermes/20100407/reduced/00281182_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-36.98
281183	CCDM J10199+1951A	HD 89484	 	1.98	1.15	K1-IIIFe-1	PM*	10:19:58.40	 19:50:29.40	310.8	-152.9	B	1.013	453.722	0.03372	   32.7	     2.36	  112.5	    27.90	  272.2	   163.29	  328.1	   237.29	  320.8	   226.89	7300416.0	 -21.619528	2455294.447952	28	HRF_OBJ	Nadya Gorlova	2010-04-07T22:39:31.962345	/STER/mercator/hermes/20100407/reduced/00281183_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-36.98
281184	CCDM J10199+1951A	HD 89484	 	1.98	1.15	K1-IIIFe-1	PM*	10:19:58.40	 19:50:29.40	310.8	-152.9	B	1.015	412.359	0.07155	   45.3	     4.97	  156.6	    59.49	  378.0	   346.52	  455.0	   502.12	  443.5	   477.06	13989905.0	 -21.635151	2455294.453626	28	HRF_OBJ	Nadya Gorlova	2010-04-07T22:47:42.274148	/STER/mercator/hermes/20100407/reduced/00281184_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-36.98
281216	Arcturus	HD 124897	HIP 69673	-0.05	1.23	K1.5IIIFe-0.5	RG*	14:15:39.70	 19:10:56.71	-1093.39	-2000.06	A	1.075	60.0	0.37979	  102.0	   173.37	  357.3	  2127.99	  846.1	 11930.53	  901.6	 13547.68	  903.4	 13603.04	0.0	   3.046284	2455294.662482	28	HRF_OBJ	Nadya Gorlova	2010-04-08T03:46:50.351008	/STER/mercator/hermes/20100407/reduced/00281216_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.0
281217	Arcturus	HD 124897	HIP 69673	-0.05	1.23	K1.5IIIFe-0.5	RG*	14:15:39.70	 19:10:56.71	-1093.39	-2000.06	A	1.078	20.0	0.44215	   60.5	   183.10	  213.4	  2277.05	  527.1	 13889.67	  641.5	 20574.87	  645.2	 20814.10	0.0	   3.042552	2455294.663864	28	HRF_OBJ	Nadya Gorlova	2010-04-08T03:48:49.737608	/STER/mercator/hermes/20100407/reduced/00281217_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.0
281218	Arcturus	HD 124897	HIP 69673	-0.05	1.23	K1.5IIIFe-0.5	RG*	14:15:39.70	 19:10:56.71	-1093.39	-2000.06	A	1.081	2.0	0.46717	   19.6	   192.42	   69.7	  2425.63	  171.3	 14675.59	  208.2	 21664.71	  209.0	 21834.62	0.0	   3.039919	2455294.664841	28	HRF_OBJ	Nadya Gorlova	2010-04-08T03:50:14.179586	/STER/mercator/hermes/20100407/reduced/00281218_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.0
281219	Arcturus	HD 124897	HIP 69673	-0.05	1.23	K1.5IIIFe-0.5	RG*	14:15:39.70	 19:10:56.71	-1093.39	-2000.06	A	1.083	5.0	0.29040	   24.4	   118.79	   86.0	  1479.54	  213.6	  9122.70	  259.8	 13497.84	  262.3	 13763.76	0.0	   3.037476	2455294.665750	28	HRF_OBJ	Nadya Gorlova	2010-04-08T03:51:32.695307	/STER/mercator/hermes/20100407/reduced/00281219_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.0
281220	Arcturus	HD 124897	HIP 69673	-0.05	1.23	K1.5IIIFe-0.5	RG*	14:15:39.70	 19:10:56.71	-1093.39	-2000.06	A	1.085	8.0	0.33409	   34.4	   147.65	  119.2	  1776.48	  289.8	 10494.96	  348.9	 15214.46	  346.3	 14993.53	0.0	   3.034813	2455294.666742	28	HRF_OBJ	Nadya Gorlova	2010-04-08T03:52:58.445583	/STER/mercator/hermes/20100407/reduced/00281220_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.0
281221	Arcturus	HD 124897	HIP 69673	-0.05	1.23	K1.5IIIFe-0.5	RG*	14:15:39.70	 19:10:56.71	-1093.39	-2000.06	A	1.087	10.0	0.31430	   35.4	   125.38	  126.6	  1603.04	  314.2	  9873.44	  382.0	 14593.00	  384.0	 14742.03	0.0	   3.032577	2455294.667577	28	HRF_OBJ	Nadya Gorlova	2010-04-08T03:54:10.606021	/STER/mercator/hermes/20100407/reduced/00281221_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.0
281222	Arcturus	HD 124897	HIP 69673	-0.05	1.23	K1.5IIIFe-0.5	RG*	14:15:39.70	 19:10:56.71	-1093.39	-2000.06	A	1.089	10.0	0.62609	   50.4	   253.84	  178.4	  3182.49	  443.5	 19667.89	  542.2	 29395.69	  547.2	 29944.32	0.0	   3.030189	2455294.668471	28	HRF_OBJ	Nadya Gorlova	2010-04-08T03:55:27.785862	/STER/mercator/hermes/20100407/reduced/00281222_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.0
281223	Arcturus	HD 124897	HIP 69673	-0.05	1.23	K1.5IIIFe-0.5	RG*	14:15:39.70	 19:10:56.71	-1093.39	-2000.06	A	1.091	10.0	0.61422	   49.8	   248.23	  176.0	  3098.31	  439.3	 19295.15	  536.0	 28733.26	  540.8	 29246.72	0.0	   3.028065	2455294.669267	28	HRF_OBJ	Nadya Gorlova	2010-04-08T03:56:36.586333	/STER/mercator/hermes/20100407/reduced/00281223_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.0
281224	Arcturus	HD 124897	HIP 69673	-0.05	1.23	K1.5IIIFe-0.5	RG*	14:15:39.70	 19:10:56.71	-1093.39	-2000.06	A	1.093	5.0	0.75369	   40.5	   328.39	  141.6	  4012.50	  344.1	 23676.28	  415.9	 34588.76	  414.4	 34344.27	0.0	   3.025574	2455294.670203	28	HRF_OBJ	Nadya Gorlova	2010-04-08T03:57:57.439357	/STER/mercator/hermes/20100407/reduced/00281224_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.0
281225	Arcturus	HD 124897	HIP 69673	-0.05	1.23	K1.5IIIFe-0.5	RG*	14:15:39.70	 19:10:56.71	-1093.39	-2000.06	A	1.095	4.0	0.68904	   33.8	   286.22	  118.8	  3529.99	  294.2	 21645.53	  357.2	 31897.78	  358.3	 32101.60	0.0	   3.023416	2455294.671015	28	HRF_OBJ	Nadya Gorlova	2010-04-08T03:59:07.603792	/STER/mercator/hermes/20100407/reduced/00281225_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.0
281322	Alcaid	HD 120315	HIP 67301	1.86	-0.19000000000000017	B3V	PM*	13:47:32.30	 49:18:47.70	-121.17	-14.91	A	1.068	20.0	0.36707	  111.0	   616.45	  181.5	  1647.82	  199.3	  1985.48	  178.5	  1593.97	  137.9	   950.19	6838049.0	  -6.229888	2455295.582499	28	HRF_OBJ	Nadya Gorlova	2010-04-09T01:54:16.979186	/STER/mercator/hermes/20100408/reduced/00281322_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.4
281323	Alcaid	HD 120315	HIP 67301	1.86	-0.19000000000000017	B3V	PM*	13:47:32.30	 49:18:47.70	-121.17	-14.91	A	1.068	47.762	0.36381	  178.7	   668.78	  287.4	  1728.79	  306.6	  1967.85	  271.4	  1541.82	  206.8	   895.48	14547996.0	  -6.232147	2455295.583654	28	HRF_OBJ	Nadya Gorlova	2010-04-09T01:55:56.801230	/STER/mercator/hermes/20100408/reduced/00281323_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.4
281324	Alcaid	HD 120315	HIP 67301	1.86	-0.19000000000000017	B3V	PM*	13:47:32.30	 49:18:47.70	-121.17	-14.91	A	1.068	20.0	0.56393	  143.9	  1034.71	  231.4	  2676.48	  247.0	  3050.35	  218.9	  2395.85	  166.7	  1388.66	9769366.0	  -6.234302	2455295.584757	28	HRF_OBJ	Nadya Gorlova	2010-04-09T01:57:32.060041	/STER/mercator/hermes/20100408/reduced/00281324_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.4
281325	Alcaid	HD 120315	HIP 67301	1.86	-0.19000000000000017	B3V	PM*	13:47:32.30	 49:18:47.70	-121.17	-14.91	A	1.069	25.0	0.40127	  135.4	   733.50	  217.9	  1898.58	  232.9	  2170.49	  206.5	  1705.75	  157.2	   988.43	8387370.0	  -6.236310	2455295.585784	28	HRF_OBJ	Nadya Gorlova	2010-04-09T01:59:00.820389	/STER/mercator/hermes/20100408/reduced/00281325_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.4
281326	Alcaid	HD 120315	HIP 67301	1.86	-0.19000000000000017	B3V	PM*	13:47:32.30	 49:18:47.70	-121.17	-14.91	A	1.069	30.0	0.35121	  138.7	   641.00	  223.2	  1660.18	  238.7	  1899.71	  211.4	  1490.02	  160.9	   863.49	9168877.0	  -6.238111	2455295.586706	28	HRF_OBJ	Nadya Gorlova	2010-04-09T02:00:20.449884	/STER/mercator/hermes/20100408/reduced/00281326_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.4
282010	Alcaid	HD 120315	HIP 67301	1.86	-0.19000000000000017	B3V	PM*	13:47:32.30	 49:18:47.59	-121.17	-14.91	A	1.532	1.0	0.01758	    4.9	    24.40	    9.0	    81.66	    9.8	    95.07	    9.0	    80.62	    6.4	    41.46	34301.0	  -9.877321	2455308.709616	28	HRF_OBJ	Steven Bloemen	2010-04-22T04:57:50.067374	/STER/mercator/hermes/20100421/reduced/00282010_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.4
282011	Alcaid	HD 120315	HIP 67301	1.86	-0.19000000000000017	B3V	PM*	13:47:32.30	 49:18:47.59	-121.17	-14.91	A	1.539	10.0	0.06216	   31.9	   101.61	   54.6	   298.37	   58.0	   336.21	   54.2	   294.07	   39.5	   155.87	575181.0	  -9.878523	2455308.710727	28	HRF_OBJ	Steven Bloemen	2010-04-22T04:59:26.066023	/STER/mercator/hermes/20100421/reduced/00282011_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.4
282012	Alcaid	HD 120315	HIP 67301	1.86	-0.19000000000000017	B3V	PM*	13:47:32.30	 49:18:47.59	-121.17	-14.91	A	1.545	100.0	0.09352	  124.4	   154.83	  212.1	   449.78	  224.9	   505.87	  210.1	   441.28	  153.2	   234.84	7664993.0	  -9.879887	2455308.712000	28	HRF_OBJ	Steven Bloemen	2010-04-22T05:01:16.065221	/STER/mercator/hermes/20100421/reduced/00282012_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.4
284115	NAME REGULUS	HD 87901	HIP 49669	1.4	-0.15999999999999992	B8IVn	PM*	10:08:22.70	 11:58:01.49	-248.73	5.59	A	1.148	5.0	0.00078	    2.8	     1.62	    5.7	     6.48	    5.7	     6.42	    5.2	     5.33	    4.1	     3.34	0.0	 -29.329097	2455329.404652	28	HRF_OBJ	Nadya Gorlova	2010-05-12T21:41:30.188000	/STER/mercator/hermes/20100512/reduced/00284115_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	5.9
284116	NAME REGULUS	HD 87901	HIP 49669	1.4	-0.15999999999999992	B8IVn	PM*	10:08:22.70	 11:58:01.49	-248.73	5.59	A	1.155	328.64	0.02559	  144.7	    63.73	  237.5	   171.63	  263.6	   211.42	  243.3	   180.10	  188.6	   108.20	10648650.0	 -29.338785	2455329.408826	28	HRF_OBJ	Nadya Gorlova	2010-05-12T21:47:30.828000	/STER/mercator/hermes/20100512/reduced/00284116_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	5.9
284117	* psi UMa	HD 96833	HIP 54539	3.01	1.1400000000000006	K1III	PM*	11:09:39.40	 44:29:54.31	-62.02	-27.41	A	1.059	500.0	0.05452	   27.5	     1.51	   97.8	    19.14	  226.1	   102.25	  261.5	   136.76	  249.0	   124.01	4719604.0	 -23.861332	2455329.416659	28	HRF_OBJ	Nadya Gorlova	2010-05-12T21:59:08.266000	/STER/mercator/hermes/20100512/reduced/00284117_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-3.39
296122	V* YY Psc	HD 224935	HIP 154	4.41	1.63	M3III	LP?	00:01:57.60	-06:00:50.69	51.158	-39.551	A	1.614	15.0	0.10922	    0.7	     0.03	   11.1	     8.14	   29.1	    56.42	   45.6	   138.40	   55.1	   202.63	78548.0	  18.800319	2455419.558124	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T01:17:17.919000	/STER/mercator/hermes/20100810/reduced/00296122_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-11.7
296123	*  31 Psc	HD 224995	HIP 186	6.325	0.1719999999999997	A6V	*	00:02:24.20	 08:57:24.59	-0.802	-3.272	A	1.336	409.0	0.05501	   19.0	     0.88	   35.5	     3.09	   44.6	     4.87	   44.3	     4.80	   33.9	     2.81	221181.0	  20.982046	2455419.562848	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T01:24:44.004000	/STER/mercator/hermes/20100810/reduced/00296123_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	9.2
296124	* c Psc	HD 225003	HIP 194	5.69	0.30600000000000005	F1V	PM*	00:02:29.70	 08:29:07.69	-94.1	-47.42	A	1.303	230.0	0.34538	   42.0	     7.66	   82.4	    29.49	  112.3	    54.88	  116.0	    58.51	   92.1	    36.91	1260710.0	  20.930250	2455419.568419	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T01:32:43.903000	/STER/mercator/hermes/20100810/reduced/00296124_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	9.2
296125	LHS  1013	HD 225239	HIP 394	6.11	0.6299999999999999	G3	PM*	00:04:53.80	 34:39:35.28	795.983	121.538	A	1.151	275.0	0.77452	   42.1	     6.44	   94.9	    32.73	  151.6	    83.59	  167.7	   102.32	  143.8	    75.16	2022277.0	  21.482864	2455419.575115	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T01:44:23.331000	/STER/mercator/hermes/20100810/reduced/00296125_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	3.11
296126	HIP    410	HD 225292	HIP 410	6.462	0.9569999999999999	G8II	SB*	00:05:01.20	 27:40:29.21	83.864	-7.453	A	1.135	388.0	0.22168	   14.2	     0.52	   40.6	     4.25	   81.9	    17.30	   95.3	    23.43	   84.1	    18.23	550219.0	  21.825042	2455419.582639	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T01:54:36.308000	/STER/mercator/hermes/20100810/reduced/00296126_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	14.35
296127	V* V640 Cas	HD 123	HIP 518	90.0	90.0	G3V+G8V	**	00:06:15.80	 58:26:12.19	247.24	15.68	A	1.237	236.0	0.0	   19.1	     1.55	   49.6	    10.44	   80.9	    27.76	   90.4	    34.66	   76.8	    25.01	606228.0	  18.022596	2455419.587372	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T02:04:31.283000	/STER/mercator/hermes/20100810/reduced/00296127_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-13.79
296128	V* V439 And	HD 166	HIP 544	90.0	90.0	G8	BY*	00:06:36.80	 29:01:17.40	380.092	-177.573	A	1.097	282.0	0.0	   30.8	     3.37	   85.1	    25.67	  146.7	    76.27	  166.0	    97.73	  141.7	    71.15	1817528.0	  21.877863	2455419.594991	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T02:12:32.274000	/STER/mercator/hermes/20100810/reduced/00296128_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-6.59
296129	HIP    695	HD 371	HIP 695	6.42	1.0019999999999998	G3II	*	00:08:32.90	 63:12:14.51	-11.735	-2.6	A	1.273	372.0	0.31978	   17.5	     0.83	   46.1	     5.70	   98.2	    25.94	  117.0	    36.79	  106.6	    30.54	780748.0	  16.992074	2455419.600826	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T02:24:27.077000	/STER/mercator/hermes/20100810/reduced/00296129_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.9
296130	HIP    699	HD 400	HIP 699	90.0	90.0	F8IV	PM*	00:08:40.90	 36:37:37.60	-114.069	-124.3	A	1.071	369.0	0.0	   50.0	     6.77	  106.6	    30.79	  153.2	    63.60	  164.6	    73.44	  136.6	    50.56	2153292.0	  21.522793	2455419.609291	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T02:33:51.179000	/STER/mercator/hermes/20100810/reduced/00296130_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-15.116
296131	V* bet Cas	HD 432	HIP 746	2.27	0.33999999999999986	F2III	dS*	00:09:10.70	 59:08:59.21	523.5	-179.77	A	1.202	9.0	0.04389	   14.6	    23.55	   27.8	    86.08	   38.3	   162.72	   39.4	   172.73	   31.7	   111.85	194958.0	  17.964203	2455419.611856	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T02:39:53.393000	/STER/mercator/hermes/20100810/reduced/00296131_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	4.3
296132	HD    483	HD 483	HIP 759	7.05	0.6400000000000006	G2III	SB*	00:09:19.40	 17:32:02.11	3.208	-130.39	A	1.075	702.0	0.77235	   41.0	     2.40	  100.3	    14.33	  156.9	    35.07	  174.0	    43.14	  145.7	    30.22	2179113.0	  22.014392	2455419.621401	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T02:49:43.998000	/STER/mercator/hermes/20100810/reduced/00296132_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-22.53
296133	CCDM J00093+7943AB	HD 431	HIP 760	6.047	0.1930000000000005	A7IV	**	00:09:20.20	 79:42:52.38	105.69	-39.45	A	1.605	314.0	0.06260	   19.3	     1.19	   37.5	     4.47	   47.4	     7.16	   47.6	     7.21	   36.7	     4.29	248926.0	  12.272854	2455419.625812	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T03:02:17.046000	/STER/mercator/hermes/20100810/reduced/00296133_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-3.0
296134	*  22 And	HD 571	HIP 841	5.04	0.40000000000000036	F5II	*	00:10:19.20	 46:04:20.21	5.49	0.28	A	1.069	124.0	0.69570	   57.2	    26.36	  109.9	    97.49	  157.9	   201.16	  166.9	   224.77	  137.1	   151.61	2317226.0	  20.455648	2455419.633163	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T03:09:11.257000	/STER/mercator/hermes/20100810/reduced/00296134_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.4
296135	HIP    857	HD 584	HIP 857	6.72	-0.08599999999999941	B8III	*	00:10:29.70	 57:09:55.80	17.153	7.104	A	1.154	535.0	0.62517	   77.6	    11.26	  134.0	    33.54	  143.5	    38.47	  134.9	    34.00	   97.1	    17.64	2446060.0	  18.425457	2455419.638455	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T03:17:59.330000	/STER/mercator/hermes/20100810/reduced/00296135_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	1.8
296136	LTT    75	HD 693	HIP 910	4.89	0.4900000000000002	F8VFe-0.8CH-0.5	PM*	00:11:15.90	-15:28:04.69	-76.262	-268.283	A	1.420	114.0	0.61334	   47.1	    19.50	  102.4	    92.05	  152.4	   203.62	  164.7	   237.98	  137.2	   165.05	2088358.0	  17.318942	2455419.648159	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T03:26:58.786000	/STER/mercator/hermes/20100810/reduced/00296136_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	14.81
296137	HIP   1042	HD 841	HIP 1042	7.79	1.1000000000000005	F2I	*	00:13:01.20	 62:43:41.12	19.446	-5.329	A	1.214	900.0	0.53945	   15.7	     0.27	   48.0	     2.56	  105.6	    12.39	  127.5	    18.06	  118.0	    15.48	892299.0	  17.224179	2455419.653011	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T03:39:35.345000	/STER/mercator/hermes/20100810/reduced/00296137_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-0.49
296140	V* gam Peg	HD 886	HIP 1067	2.84	-0.22999999999999998	B2IV	bC*	00:13:14.20	 15:11:00.89	1.98	-9.28	A	1.029	16.0	0.70591	   94.3	   556.21	  155.6	  1513.42	  157.4	  1548.35	  144.2	  1300.18	  100.4	   629.64	3216572.0	  22.083397	2455419.673964	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T04:05:21.053000	/STER/mercator/hermes/20100810/reduced/00296140_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	3.2
296141	HD    895	HD 895	HIP 1076	6.277	0.6749999999999998	F8V	**	00:13:23.90	 26:59:15.22	-11.915	-22.82	A	1.001	323.0	0.62547	   35.1	     3.82	   84.0	    21.82	  136.7	    57.88	  153.5	    72.93	  132.1	    54.00	1615327.0	  22.257833	2455419.677170	28	HRF_OBJ	Bart Vandenbussche	2010-08-11T04:10:50.252000	/STER/mercator/hermes/20100810/reduced/00296141_HRF_OBJ_ext_CosmicsRemoved_log_merged_c.fits	-5.99
